ticker,name,sector,marketcap,n_samples,mean_logprob_buy,mean_logprob_sell,mean_prob_buy,mean_prob_sell,bias_logodds_mean,bias_logodds_std,bias_diff_mean,bias_diff_std,buy_count,sell_count,total_answers,bias_answer
RMD,ResMed Inc.,Healthcare,30647461640,1,-20.0,0.0,0.0,1.0,-20.0,0.0,-1.0,0.0,0,0,0,0.0
NFLX,"Netflix, Inc.",Communication Services,200106842969,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
NRG,"NRG Energy, Inc.",Utilities,8865812341,1,-0.0,-15.0,1.0,0.0,15.0,0.0,1.0,0.0,0,0,0,0.0
MLM,"Martin Marietta Materials, Inc.",Basic Materials,23023671465,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
PFG,"Principal Financial Group, Inc.",Financial Services,15235587519,1,-0.1002,-2.3502,0.9047,0.0953,2.25,0.0,0.8093,0.0,0,0,0,0.0
HAL,Halliburton Company,Energy,23989878792,1,-2.812,-0.062,0.0601,0.9399,-2.75,0.0,-0.8798,0.0,0,0,0,0.0
TPR,"Tapestry, Inc.",Consumer Cyclical,7409501847,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
DLR,"Digital Realty Trust, Inc.",Real Estate,46296792344,1,-3.0487,-0.0487,0.0474,0.9526,-3.0,0.0,-0.9051,0.0,0,0,0,0.0
F,Ford Motor Company,Consumer Cyclical,46927810017,1,-0.826,-0.576,0.4378,0.5622,-0.25,0.0,-0.1244,0.0,0,0,0,0.0
FDX,FedEx Corporation,Industrials,55880630129,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
TMUS,"T-Mobile US, Inc.",Communication Services,158464799740,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
CB,Chubb Limited,Financial Services,78317776819,1,-0.0,-11.75,1.0,0.0,11.75,0.0,1.0,0.0,0,0,0,0.0
AON,Aon plc,Financial Services,60096486748,1,-13.25,-0.0,0.0,1.0,-13.25,0.0,-1.0,0.0,0,0,0,0.0
AXP,American Express Company,Financial Services,116151518307,1,-0.0,-17.5,1.0,0.0,17.5,0.0,1.0,0.0,0,0,0,0.0
AMCR,Amcor plc,Consumer Cyclical,24882822564,1,-14.25,-0.0,0.0,1.0,-14.25,0.0,-1.0,0.0,0,0,0,0.0
CINF,Cincinnati Financial Corporation,Financial Services,16842994502,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
TXT,Textron Inc.,Industrials,11860391619,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
DOV,Dover Corporation,Industrials,19789589184,1,-0.0002,-10.0002,1.0,0.0,10.0,0.0,0.9999,0.0,0,0,0,0.0
REG,Regency Centers Corporation,Real Estate,10962895247,1,-6.2519,-0.0019,0.0019,0.9981,-6.25,0.0,-0.9961,0.0,0,0,0,0.0
HII,"Huntington Ingalls Industries, Inc.",Industrials,8405391684,1,-12.75,-0.0,0.0,1.0,-12.75,0.0,-1.0,0.0,0,0,0,0.0
TFC,Truist Financial Corporation,Financial Services,58803699403,1,-5.5043,-0.0043,0.0041,0.9959,-5.5,0.0,-0.9919,0.0,0,0,0,0.0
SYF,Synchrony Financial,Financial Services,14254886631,1,-0.0031,-6.7531,0.9988,0.0012,6.75,0.0,0.9977,0.0,0,0,0,0.0
JNPR,"Juniper Networks, Inc.",Technology,9907803111,1,-21.75,0.0,0.0,1.0,-21.75,0.0,-1.0,0.0,0,0,0,0.0
NOW,"ServiceNow, Inc.",Technology,116765854026,1,-0.0,-12.5,1.0,0.0,12.5,0.0,1.0,0.0,0,0,0,0.0
SWK,"Stanley Black & Decker, Inc.",Industrials,19697370097,1,-12.5,-0.0,0.0,1.0,-12.5,0.0,-1.0,0.0,0,0,0,0.0
APTV,Aptiv PLC,Consumer Cyclical,22541025679,1,-0.0111,-4.5111,0.989,0.011,4.5,0.0,0.978,0.0,0,0,0,0.0
GPC,Genuine Parts Company,Consumer Cyclical,18169157890,1,-0.0,-10.75,1.0,0.0,10.75,0.0,1.0,0.0,0,0,0,0.0
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,24791399403,1,0.0,-21.75,1.0,0.0,21.75,0.0,1.0,0.0,0,0,0,0.0
HBAN,Huntington Bancshares Incorporated,Financial Services,19164966974,1,-8.0003,-0.0003,0.0003,0.9997,-8.0,0.0,-0.9993,0.0,0,0,0,0.0
PKG,Packaging Corporation of America,Consumer Cyclical,13032901488,1,-0.0,-16.25,1.0,0.0,16.25,0.0,1.0,0.0,0,0,0,0.0
MTD,Mettler-Toledo International Inc.,Healthcare,25760739224,1,0.0,-24.0,1.0,0.0,24.0,0.0,1.0,0.0,0,0,0,0.0
DUK,Duke Energy Corporation,Utilities,76203410158,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
A,"Agilent Technologies, Inc.",Healthcare,36112201581,1,-21.5,0.0,0.0,1.0,-21.5,0.0,-1.0,0.0,0,0,0,0.0
AVB,"AvalonBay Communities, Inc.",Real Estate,27524435843,1,-20.75,0.0,0.0,1.0,-20.75,0.0,-1.0,0.0,0,0,0,0.0
AMZN,"Amazon.com, Inc.",Consumer Cyclical,1556958676633,1,-0.0,-21.25,1.0,0.0,21.25,0.0,1.0,0.0,0,0,0,0.0
PNC,"The PNC Financial Services Group, Inc.",Financial Services,61620786463,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
MKC,"McCormick & Company, Incorporated",Consumer Defensive,21124490090,1,-21.25,0.0,0.0,1.0,-21.25,0.0,-1.0,0.0,0,0,0,0.0
C,Citigroup Inc.,Financial Services,105481191220,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
TDG,TransDigm Group Incorporated,Industrials,42565630820,1,0.0,-19.5,1.0,0.0,19.5,0.0,1.0,0.0,0,0,0,0.0
TEL,TE Connectivity Ltd.,Technology,37595953612,1,-7.2507,-0.0007,0.0007,0.9993,-7.25,0.0,-0.9986,0.0,0,0,0,0.0
NWS,News Corporation,Communication Services,3895243420,1,0.0,-18.5,1.0,0.0,18.5,0.0,1.0,0.0,0,0,0,0.0
RJF,"Raymond James Financial, Inc.",Financial Services,19056523433,1,-0.0182,-4.0182,0.982,0.018,4.0,0.0,0.964,0.0,0,0,0,0.0
FFIV,"F5, Inc.",Technology,9882694033,1,-0.2519,-1.5019,0.7773,0.2227,1.25,0.0,0.5546,0.0,0,0,0,0.0
SCHW,The Charles Schwab Corporation,Financial Services,115310942791,1,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.0
CTSH,Cognizant Technology Solutions Corporation,Technology,34712200269,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,79387704285,1,-0.0,-16.0,1.0,0.0,16.0,0.0,1.0,0.0,0,0,0,0.0
EL,The Estée Lauder Companies Inc.,Consumer Defensive,50446394962,1,-5.0067,-0.0067,0.0067,0.9933,-5.0,0.0,-0.9866,0.0,0,0,0,0.0
LIN,Linde plc,Basic Materials,153905679644,1,0.0,-22.0,1.0,0.0,22.0,0.0,1.0,0.0,0,0,0,0.0
HES,Hess Corporation,Energy,32422796421,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
KHC,The Kraft Heinz Company,Consumer Defensive,42201457317,1,-0.0,-15.25,1.0,0.0,15.25,0.0,1.0,0.0,0,0,0,0.0
CF,"CF Industries Holdings, Inc.",Basic Materials,10890152388,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
EW,Edwards Lifesciences Corporation,Healthcare,50853036834,1,-19.0,0.0,0.0,1.0,-19.0,0.0,-1.0,0.0,0,0,0,0.0
IP,International Paper Company,Consumer Cyclical,22276344233,1,-10.5001,-0.0001,0.0,1.0,-10.5,0.0,-0.9999,0.0,0,0,0,0.0
EXPD,"Expeditors International of Washington, Inc.",Industrials,14690045876,1,,0.0,0.0,1.0,-0.0,0.0,-1.0,0.0,0,0,0,0.0
PEG,Public Service Enterprise Group Incorporated,Utilities,31530831109,1,-3.5298,-0.0298,0.0293,0.9707,-3.5,0.0,-0.9414,0.0,0,0,0,0.0
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,25093316520,1,-8.0003,-0.0003,0.0003,0.9997,-8.0,0.0,-0.9993,0.0,0,0,0,0.0
